x,y,z,intensity,beamNumber
17.32145,-8.610276,0.25265265,8.0,54.0
7.901429,-3.9245622,0.112015426,4.0,61.0
5.58722,-2.7734253,0.07848825,5.0,62.0
4.029736,-1.9986886,0.064562805,5.0,63.0
61.240143,-39.61097,1.1775426,3.0,32.0
39.98342,-21.913538,0.95729506,12.0,36.0
38.24347,-22.806911,0.85237604,22.0,37.0
36.519333,-23.620512,0.74485695,17.0,38.0
37.778973,-15.625421,0.6999178,9.0,39.0
28.476324,-16.981224,0.5617844,2.0,43.0
27.292364,-17.65186,0.48956454,7.0,44.0
27.009586,-11.168742,0.55719286,6.0,45.0
25.374767,-11.59091,0.54186296,5.0,46.0
24.021776,-12.047848,0.51936764,5.0,47.0
23.090273,-12.653075,0.47040147,5.0,48.0
22.658613,-13.511212,0.3916609,2.0,49.0
20.367805,-13.17298,0.44612092,3.0,50.0
19.903755,-9.090238,0.47111028,6.0,52.0
19.07762,-9.566954,0.44893074,6.0,53.0
17.280544,-8.665408,0.25381044,7.0,54.0
7.905098,-3.9609811,0.107875064,4.0,61.0
5.5774417,-2.7929976,0.078512296,5.0,62.0
4.03583,-2.0194407,0.05832488,5.0,63.0
61.240143,-39.61097,1.1775426,3.0,32.0
39.98342,-21.913538,0.95729506,12.0,36.0
38.24347,-22.806911,0.85237604,22.0,37.0
36.519333,-23.620512,0.74485695,17.0,38.0
37.778973,-15.625421,0.6999178,9.0,39.0
28.476324,-16.981224,0.5617844,2.0,43.0
27.292364,-17.65186,0.48956454,7.0,44.0
27.009586,-11.168742,0.55719286,6.0,45.0
25.374767,-11.59091,0.54186296,5.0,46.0
24.021776,-12.047848,0.51936764,5.0,47.0
23.090273,-12.653075,0.47040147,5.0,48.0
21.190958,-12.636024,0.49641728,1.0,49.0
20.367805,-13.17298,0.44612092,3.0,50.0
19.903755,-9.090238,0.47111028,6.0,52.0
19.07762,-9.566954,0.44893074,6.0,53.0
17.280544,-8.665408,0.25381044,7.0,54.0
7.905098,-3.9609811,0.107875064,4.0,61.0
5.5774417,-2.7929976,0.078512296,5.0,62.0
4.03583,-2.0194407,0.05832488,5.0,63.0
72.50231,-43.58628,2.8005123,20.0,25.0
65.05799,-39.108913,1.374823,65.0,31.0
61.382915,-40.008038,1.173084,5.0,32.0
39.80161,-21.995052,0.96005064,10.0,36.0
38.098442,-22.90123,0.8541604,20.0,37.0
36.389698,-23.71738,0.7461278,16.0,38.0
37.68724,-15.741871,0.7016614,9.0,39.0
30.033941,-16.59617,0.6105784,8.0,42.0
28.409958,-17.076496,0.56198835,2.0,43.0
27.267345,-17.771105,0.4872385,8.0,44.0
27.040392,-11.2923355,0.55375034,4.0,45.0
25.413876,-11.716325,0.5374454,4.0,46.0
24.02939,-12.156979,0.51636064,4.0,47.0
23.12628,-12.778121,0.46502185,4.0,48.0
22.655737,-13.617048,0.38836354,2.0,49.0
22.448732,-14.629963,0.2823602,0.0,50.0
19.886324,-9.166442,0.47015098,6.0,52.0
19.047598,-9.635389,0.44871327,5.0,53.0
17.26079,-8.731157,0.25279397,7.0,54.0
7.8946505,-3.9904034,0.10707093,4.0,61.0
5.571007,-2.8142638,0.077363946,5.0,62.0
4.0221243,-2.0302746,0.061468348,6.0,63.0
72.50231,-43.58628,2.8005123,20.0,25.0
65.05799,-39.108913,1.374823,65.0,31.0
61.382915,-40.008038,1.173084,5.0,32.0
39.80161,-21.995052,0.96005064,10.0,36.0
38.098442,-22.90123,0.8541604,20.0,37.0
36.389698,-23.71738,0.7461278,16.0,38.0
37.68724,-15.741871,0.7016614,9.0,39.0
30.033941,-16.59617,0.6105784,8.0,42.0
28.409958,-17.076496,0.56198835,2.0,43.0
27.267345,-17.771105,0.4872385,8.0,44.0
27.040392,-11.2923355,0.55375034,4.0,45.0
25.413876,-11.716325,0.5374454,4.0,46.0
24.02939,-12.156979,0.51636064,4.0,47.0
23.12628,-12.778121,0.46502185,4.0,48.0
21.095322,-12.679166,0.499981,1.0,49.0
20.388523,-13.287673,0.4407762,2.0,50.0
19.886324,-9.166442,0.47015098,6.0,52.0
19.047598,-9.635389,0.44871327,5.0,53.0
17.26079,-8.731157,0.25279397,7.0,54.0
7.8946505,-3.9904034,0.10707093,4.0,61.0
5.571007,-2.8142638,0.077363946,5.0,62.0
4.0221243,-2.0302746,0.061468348,6.0,63.0
61.50361,-40.39341,1.1688681,4.0,32.0
39.63019,-22.081406,0.9625115,8.0,36.0
37.94638,-22.990671,0.8561374,20.0,37.0
36.263176,-23.81583,0.7472669,16.0,38.0
37.63567,-15.874974,0.70197845,11.0,39.0
27.362068,-17.969336,0.47816688,6.0,44.0
26.97129,-11.374319,0.5556579,6.0,45.0
25.354643,-11.796631,0.53869194,5.0,46.0
23.972507,-12.233615,0.51732945,5.0,47.0
23.116348,-12.878301,0.46266595,5.0,48.0
22.638737,-13.714753,0.38603473,2.0,49.0
22.447527,-14.741174,0.27827016,0.0,50.0
19.843279,-9.230848,0.47114494,6.0,52.0
19.00667,-9.69829,0.44936213,5.0,53.0
17.23724,-8.795063,0.25213167,7.0,54.0
7.8875775,-4.0215807,0.10542863,4.0,61.0
5.5610857,-2.833779,0.077383295,5.0,62.0
4.018227,-2.0460644,0.059918597,6.0,63.0
61.50361,-40.39341,1.1688681,4.0,32.0
39.63019,-22.081406,0.9625115,8.0,36.0
37.94638,-22.990671,0.8561374,20.0,37.0
36.263176,-23.81583,0.7472669,16.0,38.0
37.63567,-15.874974,0.70197845,11.0,39.0
27.362068,-17.969336,0.47816688,6.0,44.0
26.97129,-11.374319,0.5556579,6.0,45.0
25.354643,-11.796631,0.53869194,5.0,46.0
23.972507,-12.233615,0.51732945,5.0,47.0
23.116348,-12.878301,0.46266595,5.0,48.0
21.037207,-12.744551,0.5008433,1.0,49.0
20.285225,-13.321617,0.44493786,1.0,50.0
19.843279,-9.230848,0.47114494,6.0,52.0
19.00667,-9.69829,0.44936213,5.0,53.0
17.23724,-8.795063,0.25213167,7.0,54.0
7.8875775,-4.0215807,0.10542863,4.0,61.0
5.5610857,-2.833779,0.077383295,5.0,62.0
4.018227,-2.0460644,0.059918597,6.0,63.0
61.65905,-40.804386,1.1641138,4.0,32.0
57.615334,-27.06066,0.91095394,4.0,34.0
41.125134,-23.103146,0.92071337,1.0,36.0
37.777096,-23.068916,0.85861945,18.0,37.0
36.153084,-23.924713,0.7478074,17.0,38.0
37.638798,-16.03142,0.70035845,10.0,39.0
29.851006,-16.768438,0.6136073,8.0,42.0
27.339108,-18.09128,0.4756264,7.0,44.0
26.957077,-11.479455,0.55457735,6.0,45.0
25.291548,-11.874967,0.54013795,6.0,46.0
23.957994,-12.331947,0.5156312,4.0,47.0
23.123407,-12.988347,0.45913315,4.0,48.0
22.617924,-13.810427,0.38394037,2.0,49.0
22.409197,-14.828325,0.27699834,0.0,50.0
19.803642,-9.296763,0.47185066,5.0,52.0
18.969084,-9.76285,0.44971126,6.0,53.0
17.206373,-8.855262,0.2521842,7.0,54.0
7.866474,-4.045591,0.10712237,4.0,61.0
5.551097,-2.8532598,0.07740029,5.0,62.0
4.0142703,-2.0618517,0.058366943,5.0,63.0
61.65905,-40.804386,1.1641138,4.0,32.0
57.615334,-27.06066,0.91095394,4.0,34.0
39.43426,-22.153122,0.9656038,9.0,36.0
37.777096,-23.068916,0.85861945,18.0,37.0
36.153084,-23.924713,0.7478074,17.0,38.0
37.638798,-16.03142,0.70035845,10.0,39.0
29.851006,-16.768438,0.6136073,8.0,42.0
27.339108,-18.09128,0.4756264,7.0,44.0
26.957077,-11.479455,0.55457735,6.0,45.0
25.291548,-11.874967,0.54013795,6.0,46.0
23.957994,-12.331947,0.5156312,4.0,47.0
23.123407,-12.988347,0.45913315,4.0,48.0
20.866444,-12.741028,0.50977504,1.0,49.0
20.321766,-13.447497,0.4382874,2.0,50.0
19.803642,-9.296763,0.47185066,5.0,52.0
18.969084,-9.76285,0.44971126,6.0,53.0
17.206373,-8.855262,0.2521842,7.0,54.0
7.866474,-4.045591,0.10712237,4.0,61.0
5.551097,-2.8532598,0.07740029,5.0,62.0
4.0142703,-2.0618517,0.058366943,5.0,63.0
61.77243,-41.19031,1.1598771,4.0,32.0
57.596344,-27.297668,0.9098979,4.0,34.0
43.77167,-22.728838,1.0174454,3.0,35.0
41.273808,-23.376749,0.91452926,4.0,36.0
37.63497,-23.163027,0.8602521,16.0,37.0
36.069286,-24.050865,0.74739945,16.0,38.0
37.494404,-16.124863,0.7038487,11.0,39.0
29.649647,-16.79187,0.6202404,10.0,42.0
28.134089,-17.314705,0.56637025,5.0,43.0
27.328926,-18.222149,0.47232458,6.0,44.0
26.953463,-11.5893755,0.55289084,6.0,45.0
25.311226,-11.992372,0.53674126,5.0,46.0
23.8722,-12.393506,0.518351,5.0,47.0
23.119558,-13.092694,0.45629045,4.0,48.0
22.634123,-13.929137,0.37914264,3.0,49.0
22.333996,-14.891039,0.27854636,1.0,50.0
19.789024,-9.374483,0.47058663,5.0,52.0
18.931278,-9.827265,0.45005256,6.0,53.0
17.17883,-8.91719,0.25186843,7.0,54.0
7.852241,-4.07311,0.107143074,4.0,61.0
5.5478287,-2.8762329,0.07507538,5.0,62.0
4.003718,-2.0742404,0.0599415,5.0,63.0
61.77243,-41.19031,1.1598771,4.0,32.0
57.596344,-27.297668,0.9098979,4.0,34.0
43.77167,-22.728838,1.0174454,3.0,35.0
39.32182,-22.271044,0.96645766,6.0,36.0
37.63497,-23.163027,0.8602521,16.0,37.0
36.069286,-24.050865,0.74739945,16.0,38.0
37.494404,-16.124863,0.7038487,11.0,39.0
29.649647,-16.79187,0.6202404,10.0,42.0
28.134089,-17.314705,0.56637025,5.0,43.0
27.328926,-18.222149,0.47232458,6.0,44.0
26.953463,-11.5893755,0.55289084,6.0,45.0
25.311226,-11.992372,0.53674126,5.0,46.0
23.8722,-12.393506,0.518351,5.0,47.0
23.119558,-13.092694,0.45629045,4.0,48.0
20.835373,-12.82226,0.50866127,1.0,49.0
20.483894,-13.657921,0.42184952,1.0,50.0
19.789024,-9.374483,0.47058663,5.0,52.0
18.931278,-9.827265,0.45005256,6.0,53.0
17.17883,-8.91719,0.25186843,7.0,54.0
7.852241,-4.07311,0.107143074,4.0,61.0
5.5478287,-2.8762329,0.07507538,5.0,62.0
4.003718,-2.0742404,0.0599415,5.0,63.0
61.903793,-41.59089,1.1553302,4.0,32.0
43.674274,-22.872326,1.0179455,2.0,35.0
41.15716,-23.500954,0.9153621,4.0,36.0
37.50285,-23.262745,0.86155635,18.0,37.0
35.94191,-24.147736,0.74849194,17.0,38.0
37.588146,-16.321068,0.698997,9.0,39.0
29.53178,-16.86167,0.6229465,13.0,42.0
28.151524,-17.461344,0.56215745,6.0,43.0
27.324802,-18.357615,0.4686349,6.0,44.0
26.905443,-11.680302,0.5535746,5.0,45.0
25.348412,-12.118677,0.53228474,5.0,46.0
23.779194,-12.450911,0.5215033,7.0,47.0
23.170744,-13.228853,0.44970295,5.0,48.0
22.653162,-14.05023,0.37408933,3.0,49.0
22.162533,-14.888865,0.28754702,5.0,50.0
19.748909,-9.440158,0.4712756,6.0,52.0
18.907389,-9.89894,0.44922033,6.0,53.0
17.151064,-8.9790325,0.2515451,8.0,54.0
6.870895,-3.5936553,0.75103575,2.0,58.0
6.8612957,-3.5887043,0.61572224,2.0,59.0
6.8741083,-3.5954964,0.47584486,1.0,60.0
7.8379126,-4.1005797,0.10716044,4.0,61.0
5.534303,-2.893891,0.07625743,5.0,62.0
4.002911,-2.0917082,0.056822713,5.0,63.0
61.903793,-41.59089,1.1553302,4.0,32.0
39.143063,-22.35077,0.9690537,6.0,36.0
37.50285,-23.262745,0.86155635,18.0,37.0
35.94191,-24.147736,0.74849194,17.0,38.0
37.588146,-16.321068,0.698997,9.0,39.0
29.53178,-16.86167,0.6229465,13.0,42.0
28.151524,-17.461344,0.56215745,6.0,43.0
27.324802,-18.357615,0.4686349,6.0,44.0
26.905443,-11.680302,0.5535746,5.0,45.0
25.348412,-12.118677,0.53228474,5.0,46.0
23.779194,-12.450911,0.5215033,7.0,47.0
23.170744,-13.228853,0.44970295,5.0,48.0
20.814169,-12.909741,0.50680333,1.0,49.0
20.760788,-13.947519,0.39639148,0.0,50.0
19.748909,-9.440158,0.4712756,6.0,52.0
18.907389,-9.89894,0.44922033,6.0,53.0
17.151064,-8.9790325,0.2515451,8.0,54.0
6.870895,-3.5936553,0.75103575,2.0,58.0
6.8612957,-3.5887043,0.61572224,2.0,59.0
6.8741083,-3.5954964,0.47584486,1.0,60.0
7.8379126,-4.1005797,0.10716044,4.0,61.0
5.534303,-2.893891,0.07625743,5.0,62.0
4.002911,-2.0917082,0.056822713,5.0,63.0
62.052982,-42.006355,1.1504728,3.0,32.0
41.036682,-23.622637,0.9162698,5.0,36.0
37.387447,-23.37242,0.86232305,19.0,37.0
35.791107,-24.22833,0.75038606,9.0,38.0
37.54186,-16.457087,0.6989985,10.0,39.0
28.175056,-17.612545,0.55758154,6.0,43.0
27.379627,-18.533587,0.46156254,1.0,44.0
26.809559,-11.750165,0.5568258,6.0,45.0
25.24833,-12.179398,0.5357999,6.0,46.0
23.760237,-12.546998,0.5199961,7.0,47.0
23.17281,-13.337638,0.446373,5.0,48.0
22.671637,-14.171621,0.36902487,2.0,49.0
22.186409,-15.017666,0.2813564,4.0,50.0
21.076616,-9.235899,0.4605658,3.0,51.0
19.73373,-9.517811,0.4699954,5.0,52.0
18.865595,-9.96125,0.44983673,5.0,53.0
17.1266,-9.042652,0.25085375,7.0,54.0
14.561652,-7.687635,0.22306514,5.0,55.0
6.872179,-3.6251442,0.7485044,2.0,58.0
6.893898,-3.6366825,0.606596,2.0,59.0
7.823488,-4.127999,0.10717448,5.0,61.0
5.534251,-2.918639,0.07275785,5.0,62.0
3.9955218,-2.1057549,0.056829903,5.0,63.0
43.618843,-23.037827,1.0174589,4.0,35.0
39.026604,-22.465439,0.9699665,6.0,36.0
37.387447,-23.37242,0.86232305,19.0,37.0
37.54186,-16.457087,0.6989985,10.0,39.0
28.175056,-17.612545,0.55758154,6.0,43.0
26.809559,-11.750165,0.5568258,6.0,45.0
25.24833,-12.179398,0.5357999,6.0,46.0
23.760237,-12.546998,0.5199961,7.0,47.0
23.17281,-13.337638,0.446373,5.0,48.0
20.728287,-12.957024,0.5095887,1.0,49.0
22.186409,-15.017666,0.2813564,4.0,50.0
19.73373,-9.517811,0.4699954,5.0,52.0
18.865595,-9.96125,0.44983673,5.0,53.0
17.1266,-9.042652,0.25085375,7.0,54.0
6.872179,-3.6251442,0.7485044,2.0,58.0
6.893898,-3.6366825,0.606596,2.0,59.0
7.823488,-4.127999,0.10717448,5.0,61.0
5.534251,-2.918639,0.07275785,5.0,62.0
3.9955218,-2.1057549,0.056829903,5.0,63.0
57.80693,-28.142952,0.9013367,3.0,34.0
43.492195,-23.165611,1.0185672,6.0,35.0
40.957355,-23.767853,0.91604847,3.0,36.0
37.244663,-23.464527,0.8639083,19.0,37.0
37.392723,-16.547651,0.7025687,11.0,39.0
32.032974,-17.06074,0.6385684,9.0,41.0
28.255356,-17.800335,0.55002064,6.0,43.0
26.812138,-11.863189,0.5547107,6.0,45.0
25.223543,-12.2762985,0.5348936,6.0,46.0
23.762047,-12.654371,0.5171505,6.0,47.0
23.195122,-13.458621,0.44163194,5.0,48.0
22.6794,-14.28693,0.36468413,3.0,49.0
22.216255,-15.151307,0.27463913,4.0,50.0
20.927408,-9.257785,0.4693633,3.0,51.0
19.671614,-9.572759,0.47234872,5.0,52.0
18.823595,-10.023392,0.45044535,5.0,53.0
17.1019,-9.10621,0.2501551,7.0,54.0
14.538176,-7.740372,0.22265486,5.0,55.0
7.815873,-4.1590476,0.105515584,5.0,61.0
5.517215,-2.9344273,0.07510517,5.0,62.0
3.9848344,-2.118044,0.05839909,4.0,63.0
57.80693,-28.142952,0.9013367,3.0,34.0
43.492195,-23.165611,1.0185672,6.0,35.0
38.895992,-22.571537,0.9712334,7.0,36.0
37.244663,-23.464527,0.8639083,19.0,37.0
37.392723,-16.547651,0.7025687,11.0,39.0
32.032974,-17.06074,0.6385684,9.0,41.0
28.255356,-17.800335,0.55002064,6.0,43.0
26.812138,-11.863189,0.5547107,6.0,45.0
25.223543,-12.2762985,0.5348936,6.0,46.0
23.762047,-12.654371,0.5171505,6.0,47.0
23.195122,-13.458621,0.44163194,5.0,48.0
20.608541,-12.982589,0.51481444,1.0,49.0
22.216255,-15.151307,0.27463913,4.0,50.0
19.671614,-9.572759,0.47234872,5.0,52.0
18.823595,-10.023392,0.45044535,5.0,53.0
17.1019,-9.10621,0.2501551,7.0,54.0
14.538176,-7.740372,0.22265486,5.0,55.0
7.815873,-4.1590476,0.105515584,5.0,61.0
5.517215,-2.9344273,0.07510517,5.0,62.0
3.9848344,-2.118044,0.05839909,4.0,63.0
43.340534,-23.279535,1.0202218,3.0,35.0
40.922398,-23.939043,0.9146058,3.0,36.0
37.084816,-23.545212,0.86599976,18.0,37.0
37.34926,-16.684696,0.7024109,4.0,39.0
31.97668,-17.17443,0.63844734,10.0,41.0
30.391758,-17.777727,0.5735621,6.0,42.0
28.226727,-17.920368,0.5480386,7.0,43.0
26.850727,-11.992679,0.5506026,5.0,45.0
25.123106,-12.336183,0.5383867,6.0,46.0
23.777472,-12.7694645,0.51340926,6.0,47.0
23.199638,-13.569836,0.43804747,5.0,48.0
22.676525,-14.3960495,0.36106724,4.0,49.0
22.238855,-15.28082,0.2684247,3.0,50.0
20.854816,-9.312956,0.4725136,5.0,51.0
19.663076,-9.653786,0.4704919,5.0,52.0
18.816538,-10.104237,0.4481322,5.0,53.0
17.07697,-9.169701,0.24944897,7.0,54.0
14.518013,-7.794919,0.22180802,5.0,55.0
12.684219,-6.8097267,0.19040571,5.0,56.0
11.264009,-6.0467224,0.20466523,2.0,57.0
7.8046923,-4.188239,0.10468815,5.0,61.0
5.503506,-2.951942,0.07628013,5.0,62.0
3.9870832,-2.1372545,0.053711753,5.0,63.0
43.340534,-23.279535,1.0202218,3.0,35.0
38.806538,-22.701221,0.97137207,6.0,36.0
37.084816,-23.545212,0.86599976,18.0,37.0
37.34926,-16.684696,0.7024109,4.0,39.0
31.97668,-17.17443,0.63844734,10.0,41.0
30.391758,-17.777727,0.5735621,6.0,42.0
28.226727,-17.920368,0.5480386,7.0,43.0
26.850727,-11.992679,0.5506026,5.0,45.0
25.123106,-12.336183,0.5383867,6.0,46.0
23.777472,-12.7694645,0.51340926,6.0,47.0
23.199638,-13.569836,0.43804747,5.0,48.0
20.583254,-13.067388,0.51317424,0.0,49.0
22.238855,-15.28082,0.2684247,3.0,50.0
20.854816,-9.312956,0.4725136,5.0,51.0
19.663076,-9.653786,0.4704919,5.0,52.0
18.816538,-10.104237,0.4481322,5.0,53.0
17.07697,-9.169701,0.24944897,7.0,54.0
14.518013,-7.794919,0.22180802,5.0,55.0
12.684219,-6.8097267,0.19040571,5.0,56.0
7.8046923,-4.188239,0.10468815,5.0,61.0
5.503506,-2.951942,0.07628013,5.0,62.0
3.9870832,-2.1372545,0.053711753,5.0,63.0
57.95293,-28.7165,0.8952879,3.0,34.0
41.02452,-24.191544,0.90944016,1.0,36.0
36.945072,-23.637993,0.86744976,18.0,37.0
35.39388,-24.504253,0.75399554,17.0,38.0
37.345383,-16.839727,0.700831,12.0,39.0
31.979729,-17.320314,0.63574284,3.0,41.0
30.40175,-17.926432,0.5700136,4.0,42.0
28.241362,-18.068409,0.5437707,7.0,43.0
27.216732,-18.842281,0.45860738,9.0,44.0
26.83412,-12.097932,0.54945856,5.0,45.0
25.05477,-12.411482,0.539979,5.0,46.0
23.83101,-12.905753,0.5072226,5.0,47.0
23.241499,-13.703563,0.43188474,5.0,48.0
22.70343,-14.524681,0.35523462,4.0,49.0
21.729063,-15.042716,0.30391076,5.0,50.0
20.814833,-9.382511,0.47323984,5.0,51.0
19.636337,-9.726008,0.4700277,5.0,52.0
18.788097,-10.173758,0.44755933,5.0,53.0
17.04129,-9.227442,0.24981877,7.0,54.0
14.490654,-7.845634,0.22181553,5.0,55.0
12.618435,-6.8313613,0.19640808,5.0,56.0
11.211425,-6.0691113,0.20968194,4.0,57.0
8.434682,-4.564818,0.116573,4.0,60.0
7.7865233,-4.2136784,0.105526984,5.0,61.0
5.4964685,-2.9730432,0.07511323,5.0,62.0
3.973061,-2.1477377,0.05684123,5.0,63.0
46.930477,-23.253096,1.1078941,1.0,34.0
38.685642,-22.812286,0.9723277,6.0,36.0
36.945072,-23.637993,0.86744976,18.0,37.0
35.39388,-24.504253,0.75399554,17.0,38.0
37.345383,-16.839727,0.700831,12.0,39.0
31.979729,-17.320314,0.63574284,3.0,41.0
30.40175,-17.926432,0.5700136,4.0,42.0
28.241362,-18.068409,0.5437707,7.0,43.0
27.216732,-18.842281,0.45860738,9.0,44.0
26.83412,-12.097932,0.54945856,5.0,45.0
25.05477,-12.411482,0.539979,5.0,46.0
23.83101,-12.905753,0.5072226,5.0,47.0
23.241499,-13.703563,0.43188474,5.0,48.0
20.587894,-13.171529,0.50931954,0.0,49.0
21.729063,-15.042716,0.30391076,5.0,50.0
20.814833,-9.382511,0.47323984,5.0,51.0
19.636337,-9.726008,0.4700277,5.0,52.0
18.788097,-10.173758,0.44755933,5.0,53.0
17.04129,-9.227442,0.24981877,7.0,54.0
14.490654,-7.845634,0.22181553,5.0,55.0
12.618435,-6.8313613,0.19640808,5.0,56.0
11.211425,-6.0691113,0.20968194,4.0,57.0
7.7865233,-4.2136784,0.105526984,5.0,61.0
5.4964685,-2.9730432,0.07511323,5.0,62.0
3.973061,-2.1477377,0.05684123,5.0,63.0
57.64579,-26.23995,1.1064779,0.0,33.0
47.01707,-23.500942,1.1048553,3.0,34.0
45.514236,-24.85864,0.966514,4.0,35.0
41.011944,-24.377615,0.9073118,2.0,36.0
36.818573,-23.738756,0.868467,19.0,37.0
35.25887,-24.593447,0.75524676,18.0,38.0
37.33724,-16.993275,0.69936436,13.0,39.0
31.954084,-17.451096,0.63423413,5.0,41.0
30.201502,-17.950855,0.5764049,6.0,42.0
28.245234,-18.210276,0.5400132,7.0,43.0
27.304785,-19.04466,0.44941625,9.0,44.0
26.828012,-12.208184,0.5477096,4.0,45.0
24.97907,-12.482877,0.54198045,7.0,46.0
23.845331,-13.021505,0.5034612,6.0,47.0
23.265545,-13.827542,0.42687833,5.0,48.0
22.692802,-14.629883,0.35208535,3.0,49.0
21.915411,-15.285194,0.28480262,5.0,50.0
20.792778,-9.460173,0.47261542,5.0,51.0
19.59506,-9.7910185,0.47067535,5.0,52.0
18.755901,-10.24129,0.4472696,5.0,53.0
17.0229,-9.294593,0.24837604,7.0,54.0
14.452646,-7.8905334,0.22310747,5.0,55.0
12.6048975,-6.8811593,0.19491023,4.0,56.0
11.197059,-6.1120963,0.20856927,4.0,57.0
10.067902,-5.495268,0.15266335,4.0,58.0
9.167811,-5.003573,0.13352229,6.0,59.0
8.415189,-4.592436,0.11734324,4.0,60.0
7.7785707,-4.2446685,0.10385809,5.0,61.0
5.4826374,-2.9904633,0.07628346,5.0,62.0
3.9687073,-2.1634445,0.055277873,4.0,63.0
57.64579,-26.23995,1.1064779,0.0,33.0
47.01707,-23.500942,1.1048553,3.0,34.0
43.254017,-23.623945,1.0184731,13.0,35.0
38.547264,-22.912563,0.9737299,6.0,36.0
36.818573,-23.738756,0.868467,19.0,37.0
35.25887,-24.593447,0.75524676,18.0,38.0
37.33724,-16.993275,0.69936436,13.0,39.0
31.954084,-17.451096,0.63423413,5.0,41.0
30.201502,-17.950855,0.5764049,6.0,42.0
28.245234,-18.210276,0.5400132,7.0,43.0
27.304785,-19.04466,0.44941625,9.0,44.0
26.828012,-12.208184,0.5477096,4.0,45.0
24.97907,-12.482877,0.54198045,7.0,46.0
23.845331,-13.021505,0.5034612,6.0,47.0
23.265545,-13.827542,0.42687833,5.0,48.0
20.50481,-13.219624,0.5118249,0.0,49.0
21.915411,-15.285194,0.28480262,5.0,50.0
20.792778,-9.460173,0.47261542,5.0,51.0
19.59506,-9.7910185,0.47067535,5.0,52.0
18.755901,-10.24129,0.4472696,5.0,53.0
17.0229,-9.294593,0.24837604,7.0,54.0
14.452646,-7.8905334,0.22310747,5.0,55.0
12.6048975,-6.8811593,0.19491023,4.0,56.0
11.197059,-6.1120963,0.20856927,4.0,57.0
10.067902,-5.495268,0.15266335,4.0,58.0
9.167811,-5.003573,0.13352229,6.0,59.0
8.415189,-4.592436,0.11734324,4.0,60.0
7.7785707,-4.2446685,0.10385809,5.0,61.0
5.4826374,-2.9904633,0.07628346,5.0,62.0
3.9687073,-2.1634445,0.055277873,4.0,63.0
73.89056,-48.012222,2.8275356,11.0,25.0
62.828693,-44.15031,1.1247654,4.0,32.0
45.500675,-25.057987,0.9648043,4.0,35.0
40.933388,-24.52484,0.9069251,2.0,36.0
36.70188,-23.845459,0.86915475,19.0,37.0
35.133484,-24.688896,0.75613266,18.0,38.0
37.14685,-17.063477,0.70427656,2.0,39.0
32.41108,-17.848038,0.61185104,6.0,41.0
30.128307,-18.050097,0.5767462,7.0,42.0
28.235052,-18.34368,0.5369416,8.0,43.0
27.372139,-19.234102,0.44133273,7.0,44.0
26.821463,-12.318532,0.5459499,4.0,45.0
24.988768,-12.597076,0.5389323,5.0,46.0
23.880127,-13.149076,0.49836108,5.0,47.0
23.282156,-13.947751,0.42232788,5.0,48.0
22.69511,-14.743884,0.34794548,4.0,49.0
21.953331,-15.425915,0.2772689,5.0,50.0
20.759558,-9.532789,0.47278756,5.0,51.0
19.528627,-9.843285,0.47327515,5.0,52.0
18.733946,-10.314496,0.44609803,4.0,53.0
16.986803,-9.3521185,0.24873151,6.0,54.0
14.435403,-7.9467754,0.22181188,5.0,55.0
12.577262,-6.923288,0.19540553,4.0,56.0
11.186,-6.1569667,0.20689528,4.0,57.0
10.065891,-5.5399895,0.14948018,5.0,58.0
9.1502285,-5.0356297,0.13351919,4.0,59.0
8.40936,-4.6275487,0.11503213,5.0,60.0
7.767071,-4.273767,0.103020884,4.0,61.0
5.4788036,-3.0133595,0.0739421,5.0,62.0
3.9610682,-2.1773713,0.055276517,5.0,63.0
73.89056,-48.012222,2.8275356,11.0,25.0
62.828693,-44.15031,1.1247654,4.0,32.0
46.977516,-23.686647,1.1042167,3.0,34.0
43.174717,-23.77683,1.0183777,13.0,35.0
38.415516,-23.016266,0.9749304,7.0,36.0
36.70188,-23.845459,0.86915475,19.0,37.0
35.133484,-24.688896,0.75613266,18.0,38.0
37.14685,-17.063477,0.70427656,2.0,39.0
32.41108,-17.848038,0.61185104,6.0,41.0
30.128307,-18.050097,0.5767462,7.0,42.0
28.235052,-18.34368,0.5369416,8.0,43.0
27.372139,-19.234102,0.44133273,7.0,44.0
26.821463,-12.318532,0.5459499,4.0,45.0
24.988768,-12.597076,0.5389323,5.0,46.0
23.880127,-13.149076,0.49836108,5.0,47.0
23.282156,-13.947751,0.42232788,5.0,48.0
20.44173,-13.280347,0.51285154,0.0,49.0
21.953331,-15.425915,0.2772689,5.0,50.0
20.759558,-9.532789,0.47278756,5.0,51.0
19.528627,-9.843285,0.47327515,5.0,52.0
18.733946,-10.314496,0.44609803,4.0,53.0
16.986803,-9.3521185,0.24873151,6.0,54.0
14.435403,-7.9467754,0.22181188,5.0,55.0
12.577262,-6.923288,0.19540553,4.0,56.0
11.186,-6.1569667,0.20689528,4.0,57.0
10.065891,-5.5399895,0.14948018,5.0,58.0
9.1502285,-5.0356297,0.13351919,4.0,59.0
8.40936,-4.6275487,0.11503213,5.0,60.0
7.767071,-4.273767,0.103020884,4.0,61.0
5.4788036,-3.0133595,0.0739421,5.0,62.0
3.9610682,-2.1773713,0.055276517,5.0,63.0
63.01368,-44.60976,1.1189934,4.0,32.0
