x,y,z,intensity,beamNumber
-5.514596,8.104861,0.06567455,4.0,57.0
-5.072363,7.453996,0.03673115,4.0,58.0
-4.705368,6.9133477,0.033253193,4.0,59.0
-4.402983,6.46806,0.023268752,4.0,60.0
-4.121653,6.053555,0.022824379,4.0,61.0
-3.0745943,4.5108223,0.021993607,5.0,62.0
-2.3168857,3.3944304,0.020850116,5.0,63.0
-44.138863,56.233284,-0.7071058,7.0,21.0
-41.141037,56.530434,-0.8224124,1.0,22.0
-25.92508,41.665012,-0.21522513,0.0,24.0
-22.745764,39.698524,-0.17146356,7.0,25.0
-20.886982,39.735947,-0.23710799,9.0,26.0
-25.589682,32.5934,-0.29434395,9.0,27.0
-22.792248,31.305937,-0.24125376,5.0,28.0
-20.741997,30.779305,-0.23783688,5.0,29.0
-18.603045,29.892813,-0.20761767,4.0,30.0
-16.558212,28.893633,-0.16523515,3.0,31.0
-18.005375,22.927595,-0.12380824,2.0,33.0
-16.181355,22.21869,-0.0717584,2.0,34.0
-14.797021,21.94919,-0.05863872,9.0,35.0
-13.502443,21.68775,-0.04846502,8.0,36.0
-12.05997,21.033411,0.00074804365,12.0,37.0
-10.85392,20.629211,0.02210721,61.0,38.0
-13.789274,17.55415,-0.016685052,7.0,39.0
-12.539856,17.213108,0.02262622,6.0,40.0
-11.503361,17.057089,0.04083593,20.0,41.0
-10.516012,16.883268,0.057557795,12.0,42.0
-9.529953,16.612719,0.08625042,7.0,43.0
-8.635086,16.402836,0.10329416,10.0,44.0
-11.229436,14.291774,0.040735282,6.0,45.0
-10.365578,14.224825,0.05832236,5.0,46.0
-9.608539,14.243566,0.063819036,5.0,47.0
-8.821951,14.159023,0.07913164,5.0,48.0
-8.068889,14.061064,0.0969586,6.0,49.0
-7.3550043,13.966091,0.10885698,7.0,50.0
-9.657865,12.289565,0.041795537,5.0,51.0
-8.945537,12.273662,0.058863636,4.0,52.0
-8.309641,12.315236,0.06635973,4.0,53.0
-7.3654056,10.913747,0.055938676,4.0,54.0
-6.5936947,9.768156,0.054243114,4.0,55.0
-5.9802322,8.857626,0.04718828,4.0,56.0
-5.4863524,8.123959,0.06615807,4.0,57.0
-5.046391,7.4715567,0.037175782,4.0,58.0
-4.679122,6.926398,0.034596495,4.0,59.0
-4.373997,6.47363,0.026643896,4.0,60.0
-4.1005726,6.0678086,0.023185268,4.0,61.0
-3.0568235,4.51831,0.023652675,5.0,62.0
-2.297167,3.3904557,0.028152907,5.0,63.0
-44.138863,56.233284,-0.7071058,7.0,21.0
-36.988377,50.818188,-0.5354911,1.0,22.0
-27.99377,41.54233,-0.13899487,3.0,23.0
-24.472599,39.32618,-0.08990833,0.0,24.0
-22.745764,39.698524,-0.17146356,7.0,25.0
-20.886982,39.735947,-0.23710799,9.0,26.0
-25.589682,32.5934,-0.29434395,9.0,27.0
-22.792248,31.305937,-0.24125376,5.0,28.0
-20.741997,30.779305,-0.23783688,5.0,29.0
-18.603045,29.892813,-0.20761767,4.0,30.0
-16.558212,28.893633,-0.16523515,3.0,31.0
-18.005375,22.927595,-0.12380824,2.0,33.0
-16.181355,22.21869,-0.0717584,2.0,34.0
-14.797021,21.94919,-0.05863872,9.0,35.0
-13.502443,21.68775,-0.04846502,8.0,36.0
-12.05997,21.033411,0.00074804365,12.0,37.0
-10.85392,20.629211,0.02210721,61.0,38.0
-13.789274,17.55415,-0.016685052,7.0,39.0
-12.539856,17.213108,0.02262622,6.0,40.0
-11.503361,17.057089,0.04083593,20.0,41.0
-10.516012,16.883268,0.057557795,12.0,42.0
-9.529953,16.612719,0.08625042,7.0,43.0
-8.635086,16.402836,0.10329416,10.0,44.0
-11.229436,14.291774,0.040735282,6.0,45.0
-10.365578,14.224825,0.05832236,5.0,46.0
-9.608539,14.243566,0.063819036,5.0,47.0
-8.821951,14.159023,0.07913164,5.0,48.0
-8.068889,14.061064,0.0969586,6.0,49.0
-7.3550043,13.966091,0.10885698,7.0,50.0
-9.657865,12.289565,0.041795537,5.0,51.0
-8.945537,12.273662,0.058863636,4.0,52.0
-8.309641,12.315236,0.06635973,4.0,53.0
-7.3654056,10.913747,0.055938676,4.0,54.0
-6.5936947,9.768156,0.054243114,4.0,55.0
-5.9802322,8.857626,0.04718828,4.0,56.0
-5.4863524,8.123959,0.06615807,4.0,57.0
-5.046391,7.4715567,0.037175782,4.0,58.0
-4.679122,6.926398,0.034596495,4.0,59.0
-4.373997,6.47363,0.026643896,4.0,60.0
-4.1005726,6.0678086,0.023185268,4.0,61.0
-3.0568235,4.51831,0.023652675,5.0,62.0
-2.297167,3.3904557,0.028152907,5.0,63.0
-43.849117,56.267067,-0.69826686,6.0,21.0
-40.878086,56.58287,-0.8146334,1.0,22.0
-24.404472,39.52351,-0.093438126,1.0,24.0
-22.64462,39.843605,-0.17250378,5.0,25.0
-20.790648,39.890038,-0.2390314,8.0,26.0
-25.51265,32.7297,-0.29591593,8.0,27.0
-22.699286,31.407875,-0.24109213,5.0,28.0
-20.674423,30.911201,-0.24035683,3.0,29.0
-18.465193,29.90308,-0.20170636,4.0,30.0
-16.46523,28.965048,-0.16439778,3.0,31.0
-14.509574,27.827742,-0.11234039,0.0,32.0
-17.888588,22.942965,-0.11816312,4.0,33.0
-16.134117,22.31699,-0.07443243,2.0,34.0
-14.873077,22.229517,-0.07892729,6.0,35.0
-13.412126,21.710878,-0.044846296,6.0,36.0
-11.994434,21.089146,0.0007912589,12.0,37.0
-10.756239,20.617342,0.028284358,18.0,38.0
-13.732898,17.608356,-0.016459676,6.0,39.0
-12.458835,17.227585,0.026975615,6.0,40.0
-11.406302,17.040707,0.048376422,20.0,41.0
-10.459194,16.923153,0.05822237,13.0,42.0
-9.464163,16.631916,0.08894183,7.0,43.0
-8.572377,16.422173,0.10563835,10.0,44.0
-11.17957,14.330773,0.04151091,6.0,45.0
-10.31595,14.26081,0.05913604,5.0,46.0
-9.550037,14.2636795,0.06648646,5.0,47.0
-8.766321,14.179467,0.08140757,5.0,48.0
-8.025716,14.099405,0.09645882,6.0,49.0
-7.3264,14.030351,0.104502976,6.0,50.0
-9.607691,12.313692,0.04397279,5.0,51.0
-8.888822,12.285386,0.06264681,5.0,52.0
-8.264491,12.340758,0.06762106,4.0,53.0
-7.320774,10.929405,0.058369298,4.0,54.0
-6.553086,9.781155,0.056811024,4.0,55.0
-5.9493575,8.878345,0.04771916,4.0,56.0
-5.445019,8.123356,0.07136167,4.0,57.0
-5.0181975,7.4857736,0.038487848,4.0,58.0
-4.659295,6.9490724,0.033149906,4.0,59.0
-4.357873,6.4984465,0.024042716,4.0,60.0
-4.0751805,6.0755596,0.02567022,4.0,61.0
-3.0473096,4.538245,0.019752346,5.0,62.0
-2.2893312,3.4043477,0.02480539,14.0,63.0
-43.849117,56.267067,-0.69826686,6.0,21.0
-36.72435,50.826977,-0.5265798,1.0,22.0
-24.404472,39.52351,-0.093438126,1.0,24.0
-22.64462,39.843605,-0.17250378,5.0,25.0
-20.790648,39.890038,-0.2390314,8.0,26.0
-25.51265,32.7297,-0.29591593,8.0,27.0
-22.699286,31.407875,-0.24109213,5.0,28.0
-20.674423,30.911201,-0.24035683,3.0,29.0
-18.465193,29.90308,-0.20170636,4.0,30.0
-16.46523,28.965048,-0.16439778,3.0,31.0
-14.509574,27.827742,-0.11234039,0.0,32.0
-17.888588,22.942965,-0.11816312,4.0,33.0
-16.134117,22.31699,-0.07443243,2.0,34.0
-14.873077,22.229517,-0.07892729,6.0,35.0
-13.412126,21.710878,-0.044846296,6.0,36.0
-11.994434,21.089146,0.0007912589,12.0,37.0
-10.756239,20.617342,0.028284358,18.0,38.0
-13.732898,17.608356,-0.016459676,6.0,39.0
-12.458835,17.227585,0.026975615,6.0,40.0
-11.406302,17.040707,0.048376422,20.0,41.0
-10.459194,16.923153,0.05822237,13.0,42.0
-9.464163,16.631916,0.08894183,7.0,43.0
-8.572377,16.422173,0.10563835,10.0,44.0
-11.17957,14.330773,0.04151091,6.0,45.0
-10.31595,14.26081,0.05913604,5.0,46.0
-9.550037,14.2636795,0.06648646,5.0,47.0
-8.766321,14.179467,0.08140757,5.0,48.0
-8.025716,14.099405,0.09645882,6.0,49.0
-7.3264,14.030351,0.104502976,6.0,50.0
-9.607691,12.313692,0.04397279,5.0,51.0
-8.888822,12.285386,0.06264681,5.0,52.0
-8.264491,12.340758,0.06762106,4.0,53.0
-7.320774,10.929405,0.058369298,4.0,54.0
-6.553086,9.781155,0.056811024,4.0,55.0
-5.9493575,8.878345,0.04771916,4.0,56.0
-5.445019,8.123356,0.07136167,4.0,57.0
-5.0181975,7.4857736,0.038487848,4.0,58.0
-4.659295,6.9490724,0.033149906,4.0,59.0
-4.357873,6.4984465,0.024042716,4.0,60.0
-4.0751805,6.0755596,0.02567022,4.0,61.0
-3.0473096,4.538245,0.019752346,5.0,62.0
-2.2893312,3.4043477,0.02480539,14.0,63.0
-43.545006,56.280544,-0.6885042,6.0,21.0
-36.565445,50.980755,-0.5249513,2.0,22.0
-25.585875,41.766354,-0.20581147,0.0,24.0
-22.513357,39.93623,-0.17065884,7.0,25.0
-20.642242,39.944515,-0.23532222,9.0,26.0
-25.417881,32.84374,-0.29590988,9.0,27.0
-20.634844,31.086277,-0.24600938,1.0,29.0
-18.362885,29.970663,-0.2000767,4.0,30.0
-16.40324,29.091837,-0.16773115,3.0,31.0
-14.461787,27.973915,-0.117766716,0.0,32.0
-17.82068,23.02095,-0.11837645,3.0,33.0
-16.053896,22.369822,-0.07284575,2.0,34.0
-14.460942,21.775743,-0.030022413,1.0,35.0
-13.303111,21.703012,-0.038319003,7.0,36.0
-11.909133,21.109926,0.0041617258,14.0,37.0
-10.782782,20.846016,0.011250156,9.0,38.0
-13.656837,17.63716,-0.0133172115,7.0,39.0
-12.412619,17.290295,0.025724206,7.0,40.0
-11.313894,17.030497,0.0551506,17.0,41.0
-10.4022255,16.962847,0.058893796,12.0,42.0
-9.408093,16.66821,0.08962781,7.0,43.0
-8.518737,16.45896,0.10592903,10.0,44.0
-11.131997,14.372748,0.041859273,6.0,45.0
-10.261575,14.290154,0.060842898,5.0,46.0
-9.495898,14.290188,0.06825194,5.0,47.0
-8.712726,14.203087,0.083224826,5.0,48.0
-7.990145,14.151474,0.09407846,8.0,49.0
-7.2847323,14.069857,0.10352885,6.0,50.0
-9.562313,12.3439045,0.0451479,5.0,51.0
-8.859809,12.335596,0.060272608,4.0,52.0
-8.214894,12.359499,0.06993216,5.0,53.0
-7.2761245,10.944884,0.06080316,4.0,54.0
-6.5168147,9.800573,0.05806031,4.0,55.0
-5.9162464,8.895673,0.048982967,4.0,56.0
-5.425348,8.155308,0.06870675,4.0,57.0
-4.9942646,7.5064063,0.038074005,4.0,58.0
-4.635088,6.965196,0.03356793,4.0,59.0
-4.32033,6.49087,0.031406257,4.0,60.0
-4.0582633,6.096095,0.023914328,4.0,61.0
-3.0274086,4.5424876,0.022804938,5.0,62.0
-2.2853472,3.4242284,0.017910033,16.0,63.0
-43.545006,56.280544,-0.6885042,6.0,21.0
-36.565445,50.980755,-0.5249513,2.0,22.0
-27.65697,41.666553,-0.13038434,2.0,23.0
-24.347775,39.741295,-0.09802742,6.0,24.0
-22.513357,39.93623,-0.17065884,7.0,25.0
-20.642242,39.944515,-0.23532222,9.0,26.0
-25.417881,32.84374,-0.29590988,9.0,27.0
-20.634844,31.086277,-0.24600938,1.0,29.0
-18.362885,29.970663,-0.2000767,4.0,30.0
-16.40324,29.091837,-0.16773115,3.0,31.0
-14.461787,27.973915,-0.117766716,0.0,32.0
-17.82068,23.02095,-0.11837645,3.0,33.0
-16.053896,22.369822,-0.07284575,2.0,34.0
-14.460942,21.775743,-0.030022413,1.0,35.0
-13.303111,21.703012,-0.038319003,7.0,36.0
-11.909133,21.109926,0.0041617258,14.0,37.0
-10.782782,20.846016,0.011250156,9.0,38.0
-13.656837,17.63716,-0.0133172115,7.0,39.0
-12.412619,17.290295,0.025724206,7.0,40.0
-11.313894,17.030497,0.0551506,17.0,41.0
-10.4022255,16.962847,0.058893796,12.0,42.0
-9.408093,16.66821,0.08962781,7.0,43.0
-8.518737,16.45896,0.10592903,10.0,44.0
-11.131997,14.372748,0.041859273,6.0,45.0
-10.261575,14.290154,0.060842898,5.0,46.0
-9.495898,14.290188,0.06825194,5.0,47.0
-8.712726,14.203087,0.083224826,5.0,48.0
-7.990145,14.151474,0.09407846,8.0,49.0
-7.2847323,14.069857,0.10352885,6.0,50.0
-9.562313,12.3439045,0.0451479,5.0,51.0
-8.859809,12.335596,0.060272608,4.0,52.0
-8.214894,12.359499,0.06993216,5.0,53.0
-7.2761245,10.944884,0.06080316,4.0,54.0
-6.5168147,9.800573,0.05806031,4.0,55.0
-5.9162464,8.895673,0.048982967,4.0,56.0
-5.425348,8.155308,0.06870675,4.0,57.0
-4.9942646,7.5064063,0.038074005,4.0,58.0
-4.635088,6.965196,0.03356793,4.0,59.0
-4.32033,6.49087,0.031406257,4.0,60.0
-4.0582633,6.096095,0.023914328,4.0,61.0
-3.0274086,4.5424876,0.022804938,5.0,62.0
-2.2853472,3.4242284,0.017910033,16.0,63.0
-43.253506,56.308437,-0.6794917,6.0,21.0
-40.317856,56.635456,-0.79660857,1.0,22.0
-25.415184,41.814304,-0.20099765,0.0,24.0
-22.401186,40.06331,-0.17070293,6.0,25.0
-20.533705,40.076706,-0.23600212,8.0,26.0
-25.332354,32.97019,-0.2967768,9.0,27.0
-22.569893,31.692316,-0.24653643,4.0,28.0
-20.236847,30.717594,-0.21214947,3.0,29.0
-18.13823,29.83648,-0.18357217,6.0,30.0
-16.286146,29.120928,-0.16373038,3.0,31.0
-14.398637,28.091658,-0.12100469,1.0,32.0
-17.740313,23.08291,-0.11711309,3.0,33.0
-15.97581,22.425617,-0.07155324,2.0,34.0
-14.540385,22.062624,-0.05090784,13.0,35.0
-13.227372,21.74921,-0.036948334,8.0,36.0
-11.819952,21.123402,0.008200169,15.0,37.0
-10.715482,20.894073,0.011645886,8.0,38.0
-13.588014,17.675127,-0.011259532,7.0,39.0
-12.34306,17.320417,0.028216718,7.0,40.0
-11.245733,17.05646,0.05771308,14.0,41.0
-10.343048,16.998945,0.059964743,13.0,42.0
-9.342206,16.686928,0.092328936,7.0,43.0
-8.454101,16.474304,0.10869427,9.0,44.0
-11.0794325,14.408252,0.043080904,5.0,45.0
-10.216323,14.332261,0.060781233,5.0,46.0
-9.439508,14.3131695,0.07047509,5.0,47.0
-8.652904,14.216307,0.08643445,5.0,48.0
-7.9388595,14.175698,0.095478795,13.0,49.0
-7.233865,14.091552,0.104967244,5.0,50.0
-9.512017,12.367648,0.04733415,5.0,51.0
-8.812193,12.359869,0.062011164,4.0,52.0
-8.171789,12.387991,0.07067975,4.0,53.0
-7.237961,10.970111,0.06146504,4.0,54.0
-6.476163,9.813257,0.060634036,4.0,55.0
-5.88524,8.916168,0.04952071,3.0,56.0
-5.3861914,8.157683,0.073128246,4.0,57.0
-4.9638352,7.517157,0.0402557,4.0,58.0
-4.612952,6.984491,0.03305847,4.0,59.0
-4.3146706,6.531761,0.023831142,4.0,60.0
-4.0370345,6.1101274,0.024282506,4.0,61.0
-3.0095606,4.549789,0.024468854,5.0,62.0
-2.2773511,3.4381077,0.014566925,27.0,63.0
-43.253506,56.308437,-0.6794917,6.0,21.0
-36.37581,51.091698,-0.52119493,2.0,22.0
-27.45659,41.679245,-0.123573706,3.0,23.0
-24.13028,39.696095,-0.08862936,1.0,24.0
-22.401186,40.06331,-0.17070293,6.0,25.0
-20.039265,39.109074,-0.18159595,1.0,26.0
-25.332354,32.97019,-0.2967768,9.0,27.0
-22.569893,31.692316,-0.24653643,4.0,28.0
-20.236847,30.717594,-0.21214947,3.0,29.0
-18.13823,29.83648,-0.18357217,6.0,30.0
-16.286146,29.120928,-0.16373038,3.0,31.0
-14.398637,28.091658,-0.12100469,1.0,32.0
-17.740313,23.08291,-0.11711309,3.0,33.0
-15.97581,22.425617,-0.07155324,2.0,34.0
-14.540385,22.062624,-0.05090784,13.0,35.0
-13.227372,21.74921,-0.036948334,8.0,36.0
-11.819952,21.123402,0.008200169,15.0,37.0
-10.715482,20.894073,0.011645886,8.0,38.0
-13.588014,17.675127,-0.011259532,7.0,39.0
-12.34306,17.320417,0.028216718,7.0,40.0
-11.245733,17.05646,0.05771308,14.0,41.0
-10.343048,16.998945,0.059964743,13.0,42.0
-9.342206,16.686928,0.092328936,7.0,43.0
-8.454101,16.474304,0.10869427,9.0,44.0
-11.0794325,14.408252,0.043080904,5.0,45.0
-10.216323,14.332261,0.060781233,5.0,46.0
-9.439508,14.3131695,0.07047509,5.0,47.0
-8.652904,14.216307,0.08643445,5.0,48.0
-7.9388595,14.175698,0.095478795,13.0,49.0
-7.233865,14.091552,0.104967244,5.0,50.0
-9.512017,12.367648,0.04733415,5.0,51.0
-8.812193,12.359869,0.062011164,4.0,52.0
-8.171789,12.387991,0.07067975,4.0,53.0
-7.237961,10.970111,0.06146504,4.0,54.0
-6.476163,9.813257,0.060634036,4.0,55.0
-5.88524,8.916168,0.04952071,3.0,56.0
-5.3861914,8.157683,0.073128246,4.0,57.0
-4.9638352,7.517157,0.0402557,4.0,58.0
-4.612952,6.984491,0.03305847,4.0,59.0
-4.3146706,6.531761,0.023831142,4.0,60.0
-4.0370345,6.1101274,0.024282506,4.0,61.0
-3.0095606,4.549789,0.024468854,5.0,62.0
-2.2773511,3.4381077,0.014566925,27.0,63.0
-42.95023,56.31908,-0.66970986,3.0,21.0
-40.0555,56.68434,-0.7887932,1.0,22.0
-25.25683,41.88211,-0.19725916,0.0,24.0
-22.253588,40.12717,-0.16730024,6.0,25.0
-20.429918,40.219315,-0.23725913,9.0,26.0
-25.236572,33.083733,-0.2967359,9.0,27.0
-22.403988,31.692493,-0.23911864,4.0,28.0
-20.208128,30.908337,-0.2189954,3.0,29.0
-16.20188,29.208939,-0.16415969,3.0,31.0
-14.266354,28.073994,-0.113947324,7.0,32.0
-17.662142,23.147762,-0.11613253,3.0,33.0
-15.911321,22.500696,-0.07206902,2.0,34.0
-14.763902,22.574148,-0.092694834,4.0,35.0
-13.149417,21.791727,-0.03524721,7.0,36.0
-11.755884,21.18187,0.007935636,14.0,37.0
-10.642585,20.93124,0.013072906,9.0,38.0
-13.521502,17.716002,-0.009558226,7.0,39.0
-12.28262,17.363287,0.029221818,7.0,40.0
-11.199263,17.115517,0.056452986,12.0,41.0
-10.279643,17.02801,0.06182711,11.0,42.0
-9.289767,16.729776,0.092223674,7.0,43.0
-8.398436,16.507153,0.10940799,9.0,44.0
-11.024346,14.440398,0.044741787,6.0,45.0
-10.1571665,14.354725,0.06338579,5.0,46.0
-9.385243,14.33926,0.072250016,5.0,47.0
-8.597184,14.236094,0.08872252,6.0,48.0
-7.8683133,14.164957,0.10159686,19.0,49.0
-7.177566,14.102428,0.10785275,6.0,50.0
-9.476079,12.410146,0.046506982,4.0,51.0
-8.759949,12.377471,0.06477996,4.0,52.0
-8.126424,12.413008,0.071954414,4.0,53.0
-7.195396,10.98857,0.063314274,4.0,54.0
-6.4376516,9.829083,0.06255027,4.0,55.0
-5.8563056,8.939853,0.049332984,3.0,56.0
-5.362036,8.182911,0.0720523,3.0,57.0
-4.9355183,7.5310616,0.04157584,4.0,58.0
-4.5822706,6.9906597,0.036272623,4.0,59.0
-4.2750635,6.5206776,0.032193005,4.0,60.0
-4.017854,6.127322,0.023592992,4.0,61.0
-2.9916987,4.55702,0.026134063,5.0,62.0
-2.2654064,3.4459434,0.014774967,36.0,63.0
-36.20428,51.228058,-0.5187123,3.0,22.0
-27.407164,41.921967,-0.12857598,2.0,23.0
-24.055569,39.8861,-0.09172331,4.0,24.0
-22.253588,40.12717,-0.16730024,6.0,25.0
-20.429918,40.219315,-0.23725913,9.0,26.0
-25.236572,33.083733,-0.2967359,9.0,27.0
-22.403988,31.692493,-0.23911864,4.0,28.0
-20.208128,30.908337,-0.2189954,3.0,29.0
-16.20188,29.208939,-0.16415969,3.0,31.0
-14.266354,28.073994,-0.113947324,7.0,32.0
-17.662142,23.147762,-0.11613253,3.0,33.0
-15.911321,22.500696,-0.07206902,2.0,34.0
-14.23037,21.755688,-0.016126655,0.0,35.0
-13.149417,21.791727,-0.03524721,7.0,36.0
-11.755884,21.18187,0.007935636,14.0,37.0
-10.642585,20.93124,0.013072906,9.0,38.0
-13.521502,17.716002,-0.009558226,7.0,39.0
-12.28262,17.363287,0.029221818,7.0,40.0
-11.199263,17.115517,0.056452986,12.0,41.0
-10.279643,17.02801,0.06182711,11.0,42.0
-9.289767,16.729776,0.092223674,7.0,43.0
-8.398436,16.507153,0.10940799,9.0,44.0
-11.024346,14.440398,0.044741787,6.0,45.0
-10.1571665,14.354725,0.06338579,5.0,46.0
-9.385243,14.33926,0.072250016,5.0,47.0
-8.597184,14.236094,0.08872252,6.0,48.0
-7.8683133,14.164957,0.10159686,19.0,49.0
-7.177566,14.102428,0.10785275,6.0,50.0
-9.476079,12.410146,0.046506982,4.0,51.0
-8.759949,12.377471,0.06477996,4.0,52.0
-8.126424,12.413008,0.071954414,4.0,53.0
-7.195396,10.98857,0.063314274,4.0,54.0
-6.4376516,9.829083,0.06255027,4.0,55.0
-5.8563056,8.939853,0.049332984,3.0,56.0
-5.362036,8.182911,0.0720523,3.0,57.0
-4.9355183,7.5310616,0.04157584,4.0,58.0
-4.5822706,6.9906597,0.036272623,4.0,59.0
-4.2750635,6.5206776,0.032193005,4.0,60.0
-4.017854,6.127322,0.023592992,4.0,61.0
-2.9916987,4.55702,0.026134063,5.0,62.0
-2.2654064,3.4459434,0.014774967,36.0,63.0
-42.66911,56.356987,-0.6612828,4.0,21.0
-39.786415,56.722267,-0.7804807,1.0,22.0
-25.106506,41.963043,-0.19423059,0.0,24.0
-22.138494,40.25003,-0.16711652,6.0,25.0
-20.32179,40.354546,-0.23809326,8.0,26.0
-25.128265,33.181076,-0.2955674,10.0,27.0
-22.291037,31.767132,-0.23703755,4.0,28.0
-20.40829,31.454546,-0.25145018,1.0,29.0
-17.92561,29.955324,-0.17927334,6.0,30.0
-16.113361,29.289715,-0.16405267,3.0,31.0
-14.290089,28.366074,-0.13039586,2.0,32.0
-17.605381,23.240995,-0.11777538,3.0,33.0
-15.830491,22.552727,-0.070454046,2.0,34.0
-14.635291,22.548435,-0.08413336,4.0,35.0
-13.054988,21.806568,-0.030962665,7.0,36.0
-11.672398,21.205189,0.010991868,17.0,37.0
-10.590992,21.01091,0.010419678,6.0,38.0
-13.459673,17.762983,-0.008576201,7.0,39.0
-12.238009,17.42879,0.027622504,10.0,40.0
-11.126574,17.13433,0.059792913,12.0,41.0
-10.208009,17.04316,0.06526401,12.0,42.0
-9.2295,16.7585,0.09373104,7.0,43.0
-8.339078,16.532701,0.11094962,9.0,44.0
-10.966776,14.46916,0.04684117,6.0,45.0
-10.095698,14.373692,0.0664379,6.0,46.0
-9.33738,14.375163,0.07267244,5.0,47.0
-8.55363,14.276149,0.088241555,6.0,48.0
-7.7884083,14.136471,0.11007045,16.0,49.0
-7.1319437,14.134391,0.10785737,5.0,50.0
-9.4184475,12.424033,0.05021136,5.0,51.0
-8.712233,12.401362,0.066526875,4.0,52.0
-8.074526,12.427865,0.074799806,4.0,53.0
-7.159225,11.01684,0.063393086,4.0,54.0
-6.4055243,9.854706,0.06248963,4.0,55.0
-5.8187513,8.950222,0.052064333,4.0,56.0
-5.333521,8.201474,0.07255106,3.0,57.0
-4.9050493,7.5415773,0.04376208,4.0,58.0
-4.5600233,7.0097857,0.03576857,4.0,59.0
-4.2544484,6.5387216,0.03159474,4.0,60.0
-3.992345,6.1347246,0.026086142,4.0,61.0
-2.9819176,4.576815,0.02224317,5.0,62.0
-2.2476482,3.4446719,0.020307332,47.0,63.0
-36.034534,51.367123,-0.51636875,3.0,22.0
-26.967514,41.564426,-0.10291875,0.0,23.0
-23.940897,40.01088,-0.0913532,4.0,24.0
-22.138494,40.25003,-0.16711652,6.0,25.0
-20.32179,40.354546,-0.23809326,8.0,26.0
-25.128265,33.181076,-0.2955674,10.0,27.0
-22.291037,31.767132,-0.23703755,4.0,28.0
-20.40829,31.454546,-0.25145018,1.0,29.0
-17.92561,29.955324,-0.17927334,6.0,30.0
-16.113361,29.289715,-0.16405267,3.0,31.0
-14.290089,28.366074,-0.13039586,2.0,32.0
-17.605381,23.240995,-0.11777538,3.0,33.0
-15.830491,22.552727,-0.070454046,2.0,34.0
-14.635291,22.548435,-0.08413336,4.0,35.0
-13.054988,21.806568,-0.030962665,7.0,36.0
-11.672398,21.205189,0.010991868,17.0,37.0
-10.590992,21.01091,0.010419678,6.0,38.0
-13.459673,17.762983,-0.008576201,7.0,39.0
-12.238009,17.42879,0.027622504,10.0,40.0
-11.126574,17.13433,0.059792913,12.0,41.0
-10.208009,17.04316,0.06526401,12.0,42.0
-9.2295,16.7585,0.09373104,7.0,43.0
-8.339078,16.532701,0.11094962,9.0,44.0
-10.966776,14.46916,0.04684117,6.0,45.0
-10.095698,14.373692,0.0664379,6.0,46.0
-9.33738,14.375163,0.07267244,5.0,47.0
-8.55363,14.276149,0.088241555,6.0,48.0
-7.7884083,14.136471,0.11007045,16.0,49.0
-7.1319437,14.134391,0.10785737,5.0,50.0
-9.4184475,12.424033,0.05021136,5.0,51.0
-8.712233,12.401362,0.066526875,4.0,52.0
-8.074526,12.427865,0.074799806,4.0,53.0
-7.159225,11.01684,0.063393086,4.0,54.0
-6.4055243,9.854706,0.06248963,4.0,55.0
-5.8187513,8.950222,0.052064333,4.0,56.0
-5.333521,8.201474,0.07255106,3.0,57.0
-4.9050493,7.5415773,0.04376208,4.0,58.0
-4.5600233,7.0097857,0.03576857,4.0,59.0
-4.2544484,6.5387216,0.03159474,4.0,60.0
-3.992345,6.1347246,0.026086142,4.0,61.0
-2.9819176,4.576815,0.02224317,5.0,62.0
-2.2476482,3.4446719,0.020307332,47.0,63.0
-42.383446,56.387226,-0.6525412,7.0,21.0
-39.490177,56.719624,-0.7702218,0.0,22.0
-24.92945,41.99875,-0.18883954,0.0,24.0
-22.01135,40.35152,-0.16577299,5.0,25.0
-20.202288,40.468056,-0.23770891,8.0,26.0
-25.048353,33.316402,-0.2970469,10.0,27.0
-22.184677,31.851204,-0.2356399,5.0,28.0
-20.412838,31.70354,-0.26232827,4.0,29.0
-17.682755,29.784014,-0.16027306,0.0,30.0
-16.028288,29.377243,-0.16445294,3.0,31.0
-14.214197,28.462135,-0.1319544,3.0,32.0
-17.52185,23.299013,-0.116187654,2.0,33.0
-15.754046,22.611015,-0.06943533,2.0,34.0
-14.524277,22.548943,-0.07806946,3.0,35.0
-12.966707,21.83131,-0.027639136,7.0,36.0
-11.607923,21.263208,0.010744974,21.0,37.0
-10.507042,21.02623,0.0139064705,9.0,38.0
-13.383341,17.790628,-0.0054094056,7.0,39.0
-12.20445,17.510548,0.024168605,17.0,40.0
-11.101193,17.226574,0.054725222,9.0,41.0
-10.134369,17.054592,0.06909654,12.0,42.0
-9.167244,16.783508,0.09564508,7.0,43.0
-8.270795,16.540215,0.11454934,9.0,44.0
-10.913908,14.504063,0.048079897,5.0,45.0
-10.041022,14.402203,0.06816522,6.0,46.0
-9.289383,14.410904,0.0731009,5.0,47.0
-8.493731,14.288706,0.091463044,6.0,48.0
-7.7182693,14.125056,0.11618744,13.0,49.0
-7.0879507,14.16976,0.107387364,6.0,50.0
-9.37273,12.453551,0.051405806,4.0,51.0
-8.671241,12.434849,0.06674028,5.0,52.0
-8.029044,12.452528,0.076082826,5.0,53.0
-7.1186776,11.038325,0.06465894,4.0,54.0
-6.364789,9.866933,0.06507225,4.0,55.0
-5.785436,8.967064,0.053340856,4.0,56.0
-5.3070545,8.223243,0.07226795,4.0,57.0
